MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Rare_roof,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_RARE,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_RARE,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_None,MasVnrType_RARE,Foundation_PConc,Foundation_RARE,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_BuiltIn,GarageType_Detchd,GarageType_RARE,SaleType_RARE,SaleType_WD,SaleCondition_Partial,SaleCondition_RARE,Street_Alley_Pave_Grvl,Street_Alley_Pave_Pave,Street_Alley_Pave_nan,LotShape_LandContour_IReg_HLS,LotShape_LandContour_IReg_Low,LotShape_LandContour_IReg_Lvl,LotShape_LandContour_Reg_Bnk,LotShape_LandContour_Reg_HLS,LotShape_LandContour_Reg_Low,LotShape_LandContour_Reg_Lvl,LotShape_LotConfig_IReg_Inside,LotShape_LotConfig_RARE,LotShape_LotConfig_Reg_Corner,LotShape_LotConfig_Reg_Inside,LotShape_LandSlope_RARE,LotShape_LandSlope_Reg_Gtl,Condition1_Condition2_Norm_Norm,Condition1_Condition2_RARE,Exterior1st_Exterior2nd_MetalSd_MetalSd,Exterior1st_Exterior2nd_Plywood_Plywood,Exterior1st_Exterior2nd_RARE,Exterior1st_Exterior2nd_RARE_RARE,Exterior1st_Exterior2nd_VinylSd_VinylSd,Exterior1st_Exterior2nd_Wd Sdng_Wd Sdng,Foundation_MasVnrType_CBlock_None,Foundation_MasVnrType_PConc_BrkFace,Foundation_MasVnrType_PConc_None,Foundation_MasVnrType_RARE,Foundation_MasVnrType_RARE_None,SaleCondition_SaleType_Partial_New,SaleCondition_SaleType_RARE,SaleCondition_SaleType_RARE_WD,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,total_Max_Porch_Area,total_Porch,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,no_finishes,no_finishes_perc,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,kfold
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,160,40.0,3951,6,5,76.0,7,5,7,5,3,2.0,0.0,2.0,0.0,612.0,612.0,10,1,5.0,612,612,0,1224,0.0,0.0,2,1,2,1,7,4,10,0,2009.0,3,2.0,528.0,5,5,3,0,234,0,0,0,0,0,0,0,6,164500,234,234,98.775,3060.0,4479.0,7539.0,0.6831882116543871,7539.0,1.0,2.0,1,2,0.0,2,0,0,0,0.0,176.0,12,19.0,16,0.0,1.0,6.0,3.8,4.0,56.8,5.163636363636363,-1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,105.0,8470,3,2,0.0,3,3,5,3,1,2.0,0.0,2.0,0.0,1013.0,1013.0,5,0,5.0,1013,0,513,1526,0.0,0.0,1,0,2,1,3,6,10,0,1980.0,0,0.0,0.0,0,0,2,0,0,156,0,0,0,0,3,0,10,85000,156,156,80.66666666666667,3552.0,8470.0,12022.0,0.4193624557260921,11509.0,0.9573282315754449,1.5,1,96,1.0,29,67,94,27,0.0,0.0,6,13.0,0,0.0,1.0,3.0,2.6,0.0,33.6,3.0545454545454547,-1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,60.0,8070,4,5,0.0,5,5,7,5,1,10.0,588.0,2.0,0.0,402.0,990.0,10,1,5.0,990,0,0,990,1.0,0.0,1,0,3,1,5,5,10,0,1980.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,8,123600,0,0,134.5,2970.0,8070.0,11040.0,0.3680297397769517,11040.0,1.0,1.0,1,17,1.0,16,1,13,12,0.5939393939393941,0.0,10,25.0,0,588.0,0.4060606060606061,5.0,5.0,0.0,49.0,4.454545454545454,-1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,60.0,7200,4,5,0.0,5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3.0,1040,0,0,1040,0.0,0.0,1,0,2,1,5,4,10,0,1950.0,2,2.0,420.0,5,5,3,0,29,0,0,0,0,0,0,0,7,109900,29,29,120.0,2080.0,7620.0,9700.0,0.27296587926509186,9700.0,1.0,1.0,1,61,0.0,61,0,56,56,0.5177304964539007,140.0,10,0.0,14,0.0,0.4822695035460993,5.0,0.0,3.5,40.5,3.6818181818181817,-1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,85.0,8500,5,3,203.0,5,5,5,5,1,5.5,600.0,2.0,0.0,635.0,1235.0,5,1,5.0,1235,0,0,1235,0.0,0.0,1,0,2,1,5,6,10,0,1961.0,2,2.0,480.0,5,5,3,0,0,0,0,0,0,0,5,0,12,98600,0,0,100.0,3705.0,8980.0,12685.0,0.4125835189309577,12685.0,1.0,1.0,1,50,0.0,50,0,45,45,0.48582995951417,160.0,10,18.5,14,600.0,0.5141700404858299,5.0,3.7,3.5,45.2,4.1090909090909085,-1
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30,80.0,13360,5,7,0.0,5,7,7,5,1,5.0,713.0,2.0,0.0,163.0,876.0,10,1,5.0,964,0,0,964,1.0,0.0,1,0,2,1,5,5,10,0,1921.0,2,2.0,432.0,5,5,3,0,0,44,0,0,0,0,0,0,8,163500,44,44,167.0,2804.0,13792.0,16596.0,0.2033062645011601,16596.0,1.0,1.0,1,90,1.0,5,85,88,3,0.8139269406392694,144.0,12,20.0,14,713.0,0.1860730593607306,6.0,4.0,3.5,55.5,5.045454545454546,-1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,190,60.0,7200,6,6,0.0,5,5,5,3,2,5.5,1046.0,2.0,0.0,168.0,1214.0,10,0,5.0,1260,1031,0,2291,0.0,1.0,2,0,4,2,5,9,10,1,1900.0,2,2.0,506.0,5,5,3,0,0,0,0,99,0,0,0,0,11,133900,99,99,120.0,5796.0,7706.0,13502.0,0.7521411886841423,13502.0,1.0,2.5,0,101,1.0,13,88,97,9,0.8616144975288303,168.66666666666666,10,17.5,14,1046.0,0.13838550247116968,5.0,3.5,3.5,55.0,5.0,-1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60,69.0,9337,6,5,0.0,5,7,7,5,1,10.0,648.0,2.0,0.0,176.0,824.0,10,1,5.0,905,881,0,1786,1.0,0.0,2,1,3,1,7,7,10,0,1997.0,3,2.0,684.0,5,5,3,0,162,0,0,0,0,0,0,0,5,204750,162,162,135.31884057971016,4396.0,10021.0,14417.0,0.4386787745733959,14417.0,1.0,2.0,1,14,0.0,14,0,10,10,0.7864077669902912,228.0,12,25.0,16,648.0,0.21359223300970875,6.0,5.0,4.0,58.0,5.2727272727272725,-1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,60,69.0,9765,6,8,68.0,10,7,7,7,1,5.0,310.0,2.0,0.0,370.0,680.0,7,1,5.0,680,790,0,1470,0.0,0.0,2,1,3,1,5,6,10,1,1993.0,5,2.0,420.0,5,5,3,232,63,0,0,0,0,0,0,480,4,185000,295,295,129.625,3620.0,10185.0,13805.0,0.3554246440844379,13805.0,1.0,2.0,1,18,0.0,18,0,16,16,0.4558823529411765,140.0,17,22.0,20,310.0,0.5441176470588235,8.5,4.4,5.0,59.9,5.445454545454545,-1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,78.0,10264,7,5,183.0,7,5,7,5,3,5.0,1162.0,2.0,0.0,426.0,1588.0,10,1,5.0,1588,0,0,1588,0.0,0.0,2,0,3,1,7,6,10,0,1999.0,3,2.0,472.0,5,5,3,158,29,0,0,0,0,0,0,0,8,214000,187,187,131.5897435897436,4764.0,10736.0,15500.0,0.4437406855439642,15500.0,1.0,1.0,1,12,0.0,12,0,7,7,0.7317380352644837,157.33333333333334,12,22.0,16,1162.0,0.2682619647355164,6.0,4.4,4.0,58.4,5.3090909090909095,-1
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,73.0,10921,4,5,48.0,5,5,5,5,1,5.5,520.0,2.0,0.0,440.0,960.0,5,1,4.0,960,0,0,960,1.0,0.0,1,0,3,1,5,6,10,0,1965.0,5,1.0,432.0,5,5,1,120,0,0,0,0,0,0,0,0,5,94750,120,120,149.6027397260274,2880.0,11353.0,14233.0,0.2536774420857923,14233.0,1.0,1.0,1,46,0.0,46,0,42,42,0.5416666666666666,216.0,10,18.5,20,520.0,0.4583333333333333,5.0,3.7,5.0,46.7,4.245454545454546,-1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,30,85.0,10625,5,5,0.0,5,5,5,5,1,5.0,108.0,2.0,0.0,350.0,458.0,3,0,5.0,835,0,0,835,0.0,0.0,1,0,2,1,5,5,10,0,1920.0,2,1.0,366.0,3,5,3,0,0,77,0,0,0,0,0,400,5,83000,77,77,125.0,2128.0,10991.0,13119.0,0.19361295605495404,13119.0,1.0,1.0,1,91,1.0,61,30,90,60,0.23580786026200876,183.0,10,18.0,12,108.0,0.7641921397379913,5.0,3.6,3.0,44.6,4.054545454545455,-1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,77.0,9320,4,5,0.0,5,5,5,5,1,5.0,569.0,2.0,0.0,381.0,950.0,3,1,5.0,1225,0,0,1225,1.0,0.0,1,1,3,1,5,6,10,0,1980.0,0,0.0,0.0,0,0,3,352,0,0,0,0,0,0,0,400,1,128950,352,352,121.03896103896105,3400.0,9320.0,12720.0,0.3648068669527897,12720.0,1.0,1.0,1,52,0.0,52,0,51,51,0.5989473684210527,0.0,10,18.0,0,569.0,0.4010526315789474,5.0,3.6,0.0,40.6,3.6909090909090914,-1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,69.0,10603,6,7,28.0,5,5,5,5,2,5.0,1200.0,2.0,0.0,410.0,1610.0,7,1,5.0,1610,0,0,1610,1.0,0.0,2,0,3,1,7,6,10,2,1977.0,3,2.0,480.0,5,5,3,168,68,0,0,0,0,0,0,0,2,205000,236,236,129.625,4830.0,11083.0,15913.0,0.4358025805287377,15913.0,1.0,1.0,1,34,1.0,10,24,33,9,0.7453416149068323,160.0,10,19.0,16,1200.0,0.2546583850931677,5.0,3.8,4.0,56.8,5.163636363636363,-1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,77.0,9206,6,5,336.0,7,5,7,5,1,2.0,0.0,2.0,0.0,741.0,741.0,5,1,5.0,977,755,0,1732,0.0,0.0,2,1,3,1,7,7,10,1,1985.0,5,2.0,476.0,5,5,3,192,46,0,0,0,0,0,0,0,6,178000,238,238,119.55844155844156,4205.0,9682.0,13887.0,0.4343110927494319,13887.0,1.0,2.0,1,26,0.0,26,0,25,25,0.0,158.66666666666666,12,17.0,20,0.0,1.0,6.0,3.4,5.0,53.4,4.854545454545455,-1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90,64.0,7018,5,5,0.0,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5.0,1535,0,0,1535,0.0,0.0,2,0,4,2,5,8,10,0,1979.0,2,2.0,410.0,5,5,3,0,0,0,0,0,0,0,0,0,6,118964,0,0,109.65625,3070.0,7428.0,10498.0,0.4133010231556273,10498.0,1.0,1.0,1,32,0.0,32,0,30,30,0.5177304964539007,136.66666666666666,8,0.0,14,0.0,0.4822695035460993,4.0,0.0,3.5,42.5,3.863636363636364,-1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,94.0,10402,7,5,0.0,5,5,7,5,1,2.0,0.0,2.0,0.0,1226.0,1226.0,10,1,5.0,1226,0,0,1226,0.0,0.0,2,0,3,1,7,6,10,0,2009.0,3,3.0,740.0,5,5,3,0,36,0,0,0,0,0,0,0,5,198900,36,36,110.65957446808511,3678.0,11142.0,14820.0,0.3301023155627356,14820.0,1.0,1.0,1,2,0.0,2,0,1,1,0.0,185.0,10,17.0,16,0.0,1.0,5.0,3.4,4.0,56.4,5.127272727272726,-1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,50,69.0,7758,7,4,600.0,5,3,5,5,1,1.0,224.0,2.0,0.0,816.0,1040.0,10,1,4.0,1226,592,0,1818,0.0,0.0,1,1,4,1,5,7,10,2,1951.0,2,1.0,240.0,5,5,3,0,0,0,0,184,0,0,0,0,6,169500,184,184,129.625,4676.0,7998.0,12674.0,0.5846461615403851,12674.0,1.0,1.5,1,80,1.0,61,19,76,57,0.2153846153846154,120.0,8,14.0,14,224.0,0.7846153846153846,4.0,2.8,3.5,52.3,4.754545454545454,-1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,60,75.0,9375,8,5,768.0,7,5,10,5,1,2.0,0.0,2.0,0.0,1053.0,1053.0,10,1,5.0,1053,939,0,1992,0.0,0.0,2,1,3,1,7,9,10,1,2003.0,3,2.0,648.0,5,5,3,140,45,0,0,0,0,0,0,0,8,250000,185,185,125.0,5037.0,10023.0,15060.0,0.5025441484585453,15060.0,1.0,2.0,1,8,1.0,7,1,5,4,0.0,216.0,12,20.0,16,0.0,1.0,6.0,4.0,4.0,60.0,5.454545454545454,-1
0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,60.0,10800,4,7,0.0,5,5,3,5,1,2.0,0.0,2.0,0.0,641.0,641.0,7,1,5.0,1047,0,0,1047,0.0,0.0,1,0,2,1,5,6,10,0,1954.0,2,1.0,273.0,3,3,2,0,0,0,0,0,0,0,0,450,8,100000,0,0,180.0,2735.0,11073.0,13808.0,0.2469972003973629,13808.0,1.0,1.0,1,126,1.0,16,110,122,12,0.0,136.5,10,13.0,10,0.0,1.0,5.0,2.6,2.5,48.1,4.372727272727273,-1
0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20,50.0,6000,5,5,0.0,5,5,5,5,1,5.0,104.0,3.0,169.0,516.0,789.0,10,1,5.0,789,0,0,789,0.0,0.0,1,0,2,1,5,5,10,0,1948.0,2,1.0,250.0,5,5,3,0,0,0,0,0,0,0,0,0,4,115000,0,0,120.0,2367.0,6250.0,8617.0,0.37872,8617.0,1.0,1.0,1,63,1.0,61,2,60,58,0.3460076045627377,125.0,10,19.0,14,273.0,0.6539923954372624,5.0,3.8,3.5,52.3,4.754545454545454,-1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50,85.0,8500,5,7,0.0,5,5,5,5,1,2.0,0.0,2.0,0.0,793.0,793.0,5,0,4.0,997,520,0,1517,0.0,0.0,2,0,3,1,3,7,10,0,1980.0,0,0.0,0.0,0,0,2,0,0,144,0,0,0,0,0,0,8,115000,144,144,100.0,3827.0,8500.0,12327.0,0.4502352941176471,12327.0,1.0,1.5,1,92,1.0,6,86,88,2,0.0,0.0,10,15.0,0,0.0,1.0,5.0,3.0,0.0,42.0,3.8181818181818175,-1
