iter	RMSE
304	0.1819711637
305	0.181695739
306	0.1814127957
307	0.1811201707
308	0.180764116
309	0.1804739392
310	0.1801558211
311	0.1798934268
312	0.1795879828
313	0.1792552832
314	0.1789487939
315	0.1786397347
316	0.1783667061
317	0.1780439456
318	0.177757593
319	0.1774611191
320	0.1771793635
321	0.1768946522
322	0.1765911961
323	0.1763164203
324	0.176027117
325	0.1757521297
326	0.175434923
327	0.1751565049
328	0.174852056
329	0.1745390159
330	0.1742886207
331	0.1740367442
332	0.1737551495
333	0.1734794617
334	0.1731851721
335	0.1729214421
336	0.1726481783
337	0.1723953211
338	0.1721275428
339	0.1718643163
340	0.1716009339
341	0.1713337161
342	0.1710925404
343	0.1708291938
344	0.1705611896
345	0.1702978117
346	0.1700426003
347	0.1697959731
348	0.1695511881
349	0.1693079878
350	0.1690856148
351	0.1688339944
352	0.1685855345
353	0.1683468581
354	0.1681036717
355	0.1678493164
356	0.1675963667
357	0.1673591336
358	0.1671059573
359	0.1668929803
360	0.1666544029
361	0.1664304309
362	0.1662049798
363	0.1659652158
364	0.1657393119
365	0.1654921551
366	0.165257365
367	0.1650474546
368	0.1647948992
369	0.1645616315
370	0.1643379865
371	0.1641057392
372	0.1638733058
373	0.1636619754
374	0.1634358028
375	0.1632331052
376	0.1630041832
377	0.1628104559
378	0.1625748913
379	0.1623717228
380	0.1621318872
381	0.1618918666
382	0.1616692208
383	0.1614526742
384	0.1612222738
385	0.1610078808
386	0.1607974483
387	0.1605946299
388	0.1603448895
389	0.1601612535
390	0.1599351817
391	0.1597420572
392	0.1595124395
393	0.1592902351
394	0.1590848512
395	0.1588764514
396	0.1586671954
397	0.158462305
398	0.1582426958
399	0.1580479612
400	0.1578295472
401	0.1576191073
402	0.1574386314
403	0.1572675969
404	0.1570631975
405	0.1569086305
406	0.1567286575
407	0.1565231072
408	0.1563585764
409	0.1561852948
410	0.1559878568
411	0.1557912927
412	0.1556292822
413	0.1554287761
414	0.1552203274
415	0.1550287597
416	0.1548618696
417	0.1546715433
418	0.1544757534
419	0.1542845844
420	0.1540771554
421	0.1539019807
422	0.1536950476
423	0.153529638
424	0.1533253775
425	0.1531487199
426	0.1529672509
427	0.1528154519
428	0.152628447
429	0.1524407592
430	0.1522677391
431	0.1521098172
432	0.1519424041
433	0.1517746686
434	0.1516029967
435	0.1514307832
436	0.1512764924
437	0.1511335704
438	0.1509760963
439	0.150804604
440	0.1506300025
441	0.1504472206
442	0.1502801725
443	0.1501091303
444	0.1499307451
445	0.1497629718
446	0.1496057311
447	0.149449339
448	0.1492736464
449	0.1491034293
450	0.1489377781
451	0.1487786173
452	0.1486020191
453	0.1484334212
454	0.1482683275
455	0.1480972689
456	0.1479271026
457	0.1477706099
458	0.1476087095
459	0.1474597003
460	0.1473165372
461	0.1471296586
462	0.1469760203
463	0.1468287107
464	0.1466847126
465	0.1465488425
466	0.1464146774
467	0.1462830547
468	0.1461401389
469	0.1460033656
470	0.1458383581
471	0.1456898553
472	0.1455348701
473	0.1453673541
474	0.1452158422
475	0.1450627271
476	0.1449097397
477	0.1447697287
478	0.1446238508
479	0.1444582592
480	0.144320071
481	0.1441728903
482	0.144039815
483	0.1438896882
484	0.1437455066
485	0.143585215
486	0.1434654355
487	0.1433315154
488	0.1432056639
489	0.1430879927
490	0.1429412235
491	0.1428246124
492	0.1426794782
493	0.1425050502
494	0.1423671536
495	0.1422124971
496	0.1420557629
497	0.1419100938
498	0.141775554
499	0.1416430171
500	0.1414958652
501	0.1413589351
502	0.1412159927
503	0.1411053219
504	0.1409647599
505	0.1408262834
506	0.1407162377
507	0.1405674921
508	0.1404255272
509	0.140283167
510	0.1401521648
511	0.1400247229
512	0.1399053279
513	0.1397714034
514	0.1396653537
515	0.1395525991
516	0.139410727
517	0.1392762247
518	0.1391532029
519	0.1390366158
520	0.1389130043
521	0.1387986963
522	0.1386976756
523	0.1385944347
524	0.1384584887
525	0.1383477923
526	0.1382346002
527	0.1381310173
528	0.138004445
529	0.1379061282
530	0.1377731381
531	0.1376555134
532	0.137545843
533	0.1374249134
534	0.1373276142
535	0.1371942635
536	0.1370884037
537	0.1369751975
538	0.1368401984
539	0.136736413
540	0.13661406
541	0.1364998837
542	0.1363867272
543	0.1362883277
544	0.1361821865
545	0.1360834123
546	0.1359672653
547	0.1358793181
548	0.135791663
549	0.1356769119
550	0.1355528086
551	0.1354534146
552	0.135339898
553	0.1352419574
554	0.1351306121
555	0.1350374184
556	0.1349215277
557	0.1348184039
558	0.1347164801
559	0.1346179038
560	0.1345071479
561	0.1344060821
562	0.1343023957
563	0.1342136705
564	0.1341070341
565	0.1340032374
566	0.1339061529
567	0.1337955834
568	0.1337066588
569	0.1335944026
570	0.1334914888
571	0.1333958873
572	0.133304383
573	0.133195944
574	0.133114045
575	0.1330071644
576	0.1329069545
577	0.1327788346
578	0.1326697159
579	0.1325703889
580	0.1324690022
581	0.1323700135
582	0.1322766865
583	0.132184078
584	0.132087365
585	0.1320079492
586	0.1319134632
587	0.1318358257
588	0.1317456988
589	0.1316702135
590	0.1315754282
591	0.1314777996
592	0.1313810621
593	0.1312685983
594	0.1311789535
595	0.1311003544
596	0.1310248266
597	0.1309530499
598	0.1308622938
599	0.1307670573
600	0.1306878877
601	0.1305811994
602	0.130493926
603	0.1304122297
604	0.1303162066
605	0.1302376494
606	0.1301442182
607	0.1300701585
608	0.1299764434
609	0.1298826702
610	0.1297920011
611	0.1297103438
612	0.1296280693
613	0.1295370442
614	0.1294491638
615	0.1293477873
616	0.1292789293
617	0.1291908893
618	0.1291026628
619	0.1290177793
620	0.1289334458
621	0.1288561874
622	0.128775358
623	0.1287028509
624	0.1286316692
625	0.1285476194
626	0.1284722057
627	0.128386749
628	0.1283046186
629	0.1282228169
630	0.1281336454
631	0.1280354324
632	0.1279567029
633	0.1278669696
634	0.1277907509
635	0.1276913588
636	0.1275972956
637	0.1275234406
638	0.1274404404
639	0.1273621278
640	0.1272879367
641	0.1272046483
642	0.1271303824
643	0.1270495376
644	0.1269539021
645	0.1268852901
646	0.1268030608
647	0.1267133656
648	0.1266260859
649	0.1265405533
650	0.1264813035
651	0.1264109853
652	0.1263345604
653	0.1262623885
654	0.1261913592
655	0.1261052153
656	0.1260260651
657	0.1259325499
658	0.125852284
659	0.1257802761
660	0.1256958095
661	0.1256143959
662	0.1255401566
663	0.1254706339
664	0.125386806
665	0.1253118907
666	0.1252512417
667	0.1251683239
668	0.1250970673
669	0.1250353181
670	0.1249612198
671	0.1248965871
672	0.1248154569
673	0.1247527281
674	0.1246748832
675	0.1245998973
676	0.124526948
677	0.1244376154
678	0.1243685748
679	0.1242992508
680	0.1242195913
681	0.1241475179
682	0.1240776138
683	0.1240057692
684	0.1239300705
685	0.1238501258
686	0.1237702678
687	0.1237071626
688	0.1236457118
689	0.1235855038
690	0.1235250493
691	0.1234559831
692	0.1233930128
693	0.1233169968
694	0.1232516011
695	0.1231759229
696	0.1231025941
697	0.1230300636
698	0.122963804
699	0.1228918922
700	0.1228172933
701	0.1227582002
702	0.1226933249
703	0.1226256344
704	0.1225598392
705	0.122495955
706	0.1224301068
707	0.1223596079
708	0.1222836988
709	0.1222305371
710	0.1221688748
711	0.1220998064
712	0.1220328713
713	0.1219755095
714	0.1219149423
715	0.1218438173
716	0.1217851778
717	0.1217290956
718	0.1216598289
719	0.1215953811
720	0.1215383962
721	0.1214746938
722	0.1214156047
723	0.1213482246
724	0.121303586
725	0.1212487427
726	0.1211814291
727	0.1211085831
728	0.1210493663
729	0.1209981498
730	0.1209420938
731	0.1208806229
732	0.1208277808
733	0.1207738535
734	0.1207258758
735	0.1206628392
736	0.1206068977
737	0.1205695483
738	0.1205096869
739	0.1204444198
740	0.1203801564
741	0.1203218316
742	0.1202533217
743	0.1202020371
744	0.1201486592
745	0.1200857064
746	0.120020668
747	0.1199647441
748	0.1199084153
749	0.1198441493
750	0.119787036
751	0.1197388815
752	0.1196831039
753	0.1196225056
754	0.1195679237
755	0.1195045278
756	0.1194508776
757	0.1193950149
758	0.1193497036
759	0.1192882793
760	0.1192412972
761	0.1191861185
762	0.1191182314
763	0.1190594055
764	0.1190017363
765	0.1189425361
766	0.1188751402
767	0.1188232514
768	0.1187657079
769	0.1186995508
770	0.1186475929
771	0.1185927043
772	0.1185470126
773	0.1184872234
774	0.118430572
775	0.1183898785
776	0.1183381869
777	0.118288764
778	0.1182433024
779	0.1181917965
780	0.1181252115
781	0.1180711132
782	0.1180185305
783	0.1179610721
784	0.1179182026
785	0.117871561
786	0.1178283202
787	0.117769401
788	0.1177301952
789	0.1176819076
790	0.1176302667
791	0.1175617126
792	0.1175013354
793	0.1174484792
794	0.1173956088
795	0.1173326658
796	0.1172853369
797	0.1172425538
798	0.1171882189
799	0.1171367227
800	0.1170858993
801	0.1170370767
802	0.1169778874
803	0.1169444284
804	0.116889348
805	0.1168308472
806	0.1167855787
807	0.1167275213
808	0.1166849556
809	0.1166287134
810	0.1165615119
811	0.1165063485
812	0.1164674886
813	0.1164159647
814	0.1163589964
815	0.1163068407
816	0.1162486311
817	0.1161782232
818	0.1161281682
819	0.1160631845
820	0.1160035156
821	0.1159537931
822	0.1159076041
823	0.1158417183
824	0.1157916166
825	0.1157390059
826	0.1156959127
827	0.1156435524
828	0.1155912552
829	0.1155506061
830	0.1155006789
831	0.1154546241
832	0.1154171081
833	0.1153638808
834	0.1153185178
835	0.1152856386
836	0.1152259128
837	0.1151783549
838	0.1151341562
839	0.1150860401
840	0.1150475195
841	0.1150073878
842	0.1149587878
843	0.1149245722
844	0.1148790221
845	0.1148256891
846	0.1147755824
847	0.1147305987
848	0.1146859054
849	0.1146465474
850	0.1145984887
851	0.1145541395
852	0.1145140586
853	0.1144657562
854	0.1144226086
855	0.1143795592
856	0.1143449441
857	0.1143065936
858	0.1142687719
859	0.1142238464
860	0.1141794511
861	0.1141300351
862	0.114086043
863	0.114045673
864	0.1140062616
865	0.1139652451
866	0.1139235954
867	0.1138841861
868	0.1138510822
869	0.1138087064
870	0.1137531303
871	0.1137107765
872	0.1136635687
873	0.11362076
874	0.1135743612
875	0.113532312
876	0.1134809705
877	0.1134381395
878	0.1134007253
879	0.1133604588
880	0.113324533
881	0.1132945025
882	0.1132521952
883	0.1132078186
884	0.1131701631
885	0.1131263423
886	0.1130812263
887	0.1130470966
888	0.1130038538
889	0.1129593923
890	0.112917974
891	0.1128705063
892	0.1128250391
893	0.1127817997
894	0.112744045
895	0.1127099861
896	0.1126703124
897	0.1126310395
898	0.1125794207
899	0.1125286248
900	0.1124835406
901	0.1124471867
902	0.112402359
903	0.1123653583
904	0.1123305648
905	0.1122941905
906	0.1122475523
907	0.112202202
908	0.1121536668
909	0.1121103768
910	0.1120691671
911	0.1120289793
912	0.1119905192
913	0.1119573148
914	0.1119200341
915	0.1118900244
916	0.1118537524
917	0.1118103743
918	0.1117692743
919	0.1117297662
920	0.1117001007
921	0.1116557644
922	0.1116127286
923	0.1115678192
924	0.1115320559
925	0.1114844744
926	0.1114485255
927	0.1114025237
928	0.1113733037
929	0.1113359642
930	0.1112946096
931	0.1112577108
932	0.1112210596
933	0.1111744591
934	0.1111468282
935	0.111106933
936	0.11106653
937	0.1110318546
938	0.1109980627
939	0.1109553609
940	0.1109161989
941	0.1108868336
942	0.1108500301
943	0.1108166858
944	0.1107766232
945	0.1107441815
946	0.1107121507
947	0.1106731664
948	0.1106421152
949	0.1106033436
950	0.1105684553
951	0.1105285753
952	0.1104981351
953	0.1104687607
954	0.1104329788
955	0.1103980288
956	0.1103644308
957	0.1103266554
958	0.1103006069
959	0.1102571627
960	0.1102133968
961	0.1101804209
962	0.1101475816
963	0.1101184217
964	0.1100849895
965	0.1100467729
966	0.1100098464
967	0.1099770688
968	0.1099388593
969	0.1099059044
970	0.1098765268
971	0.10984298
972	0.1098058644
973	0.109770314
974	0.1097328651
975	0.1096903549
976	0.1096550009
977	0.1096290471
978	0.1095912143
979	0.1095615751
980	0.1095274058
981	0.1095017794
982	0.1094628379
983	0.1094303876
984	0.1093869013
985	0.1093567942
986	0.1093119267
987	0.1092880714
988	0.1092582916
989	0.1092219931
990	0.1091819865
991	0.1091423152
992	0.1091097399
993	0.1090800472
994	0.1090439646
995	0.109001581
996	0.1089666193
997	0.108932884
998	0.1089011657
999	0.1088689036
1000	0.1088343897
1001	0.1088024836
1002	0.1087762366
1003	0.1087392822
1004	0.1087092796
1005	0.1086778686
1006	0.1086414298
1007	0.1086054926
1008	0.1085614832
1009	0.1085346288
1010	0.1085028113
1011	0.1084752666
1012	0.1084387082
1013	0.1084075675
1014	0.1083768969
1015	0.1083405636
1016	0.1083074719
1017	0.108279065
1018	0.1082525335
1019	0.10822417
1020	0.1081977609
1021	0.1081676507
1022	0.1081342962
1023	0.1080982372
1024	0.1080680485
1025	0.108024439
1026	0.1079882306
1027	0.1079582529
1028	0.1079236633
1029	0.1078883428
1030	0.1078540506
1031	0.1078229741
1032	0.107793921
1033	0.1077609564
1034	0.1077293622
1035	0.1076921642
1036	0.1076601113
1037	0.1076265712
1038	0.1075954441
1039	0.1075734618
1040	0.1075539288
1041	0.1075242439
1042	0.1074969485
1043	0.1074650117
1044	0.1074506
1045	0.1074215556
1046	0.1073856565
1047	0.1073546299
1048	0.1073272006
1049	0.1073002235
1050	0.1072767288
1051	0.1072573484
1052	0.1072316834
1053	0.1072027644
1054	0.1071779851
1055	0.1071570374
1056	0.1071325146
1057	0.1071064922
1058	0.1070794483
1059	0.1070520044
1060	0.1070189296
1061	0.1069930308
1062	0.1069612087
1063	0.1069336805
1064	0.1069080084
1065	0.1068681789
1066	0.1068375275
1067	0.1068124102
1068	0.106782999
1069	0.1067573604
1070	0.1067282453
1071	0.1067005942
1072	0.1066747211
1073	0.1066457123
1074	0.1066053642
1075	0.1065856909
1076	0.1065531587
1077	0.1065198376
1078	0.106500882
1079	0.1064739653
1080	0.1064405949
1081	0.1064101023
1082	0.106386047
1083	0.1063528612
1084	0.1063279986
1085	0.1062934879
1086	0.1062683325
1087	0.1062443094
1088	0.1062169743
1089	0.1061906292
1090	0.1061645395
1091	0.1061319581
1092	0.106100657
1093	0.1060716185
1094	0.1060367095
1095	0.1060119567
1096	0.1059852963
1097	0.1059485604
1098	0.1059179948
1099	0.1058915634
1100	0.1058581925
1101	0.1058253437
1102	0.1058044836
1103	0.1057802789
1104	0.1057544614
1105	0.1057248269
1106	0.1056912317
1107	0.1056642016
1108	0.1056280362
1109	0.1056078956
1110	0.1055837802
1111	0.1055500103
1112	0.1055276485
1113	0.1054988271
1114	0.1054714481
1115	0.1054496488
1116	0.1054242519
1117	0.105394879
1118	0.1053661008
1119	0.105338633
1120	0.1053091922
1121	0.1052822086
1122	0.1052511025
1123	0.1052244943
1124	0.1052030701
1125	0.1051678184
1126	0.1051432261
1127	0.1051093768
1128	0.1050808782
1129	0.1050583926
1130	0.1050375616
1131	0.1050066204
1132	0.1049803701
1133	0.1049524162
1134	0.1049249281
1135	0.1048928287
1136	0.1048647152
1137	0.1048398918
1138	0.1048234968
1139	0.104800554
1140	0.1047736271
1141	0.1047509238
1142	0.1047157403
1143	0.1046850345
1144	0.1046552966
1145	0.104624039
1146	0.1045912758
1147	0.104570444
1148	0.1045453987
1149	0.1045180397
1150	0.104495984
1151	0.1044656071
1152	0.1044338233
1153	0.1044107226
1154	0.1043879056
1155	0.104368849
1156	0.104349373
1157	0.1043242616
1158	0.1042953025
1159	0.1042712774
1160	0.1042467103
1161	0.1042228613
1162	0.1041882008
1163	0.1041586079
1164	0.1041318922
1165	0.1040998138
1166	0.1040697321
1167	0.1040418417
1168	0.1040140829
1169	0.1039864344
1170	0.103963215
1171	0.1039342454
1172	0.1039094602
1173	0.1038901984
1174	0.103863571
1175	0.1038350004
1176	0.1038046649
1177	0.1037827812
1178	0.1037604997
1179	0.1037306863
1180	0.1037084518
1181	0.1036838281
1182	0.1036575905
1183	0.1036388495
1184	0.1036109315
1185	0.1035904032
1186	0.1035627494
1187	0.1035337664
1188	0.1035065394
1189	0.1034785902
1190	0.1034575891
1191	0.1034278572
1192	0.1034070739
1193	0.103386469
1194	0.1033572142
1195	0.1033392959
1196	0.1033166341
1197	0.1032925068
1198	0.1032711662
1199	0.1032352222
1200	0.1032119417
1201	0.1031806727
1202	0.1031604094
1203	0.1031332864
1204	0.1031157107
1205	0.1030866892
1206	0.1030598939
1207	0.103030959
1208	0.1030030068
1209	0.1029726876
1210	0.1029547061
1211	0.1029333693
1212	0.102911303
1213	0.1028946722
1214	0.1028765058
1215	0.1028541326
1216	0.1028307519
1217	0.1028054482
1218	0.1027843896
1219	0.1027595212
1220	0.1027317235
1221	0.1027091941
1222	0.1026832433
1223	0.1026539562
1224	0.1026312243
1225	0.1026145479
1226	0.1025919178
1227	0.1025685174
1228	0.1025445759
1229	0.1025227883
1230	0.1024985521
1231	0.1024751607
1232	0.102452672
1233	0.1024285911
1234	0.1024094687
1235	0.1023965158
1236	0.1023780644
1237	0.1023492818
1238	0.1023258668
1239	0.1022976785
1240	0.1022766988
1241	0.1022588463
1242	0.1022304393
1243	0.1022041591
1244	0.1021860812
1245	0.1021675511
1246	0.1021499751
1247	0.1021243311
1248	0.1021011544
1249	0.1020843518
1250	0.1020607389
1251	0.1020392786
1252	0.1020250459
1253	0.1020049107
1254	0.1019751481
1255	0.1019567233
1256	0.1019376906
1257	0.1019086806
1258	0.1018904987
1259	0.1018728677
1260	0.1018502185
1261	0.1018261796
1262	0.1018061845
1263	0.1017907011
1264	0.1017635899
1265	0.1017451331
1266	0.1017277247
1267	0.1016913842
1268	0.1016669696
1269	0.1016433355
1270	0.1016265081
1271	0.1016037939
1272	0.1015791498
1273	0.1015649786
1274	0.1015433228
1275	0.1015189238
1276	0.1015015019
1277	0.1014741779
1278	0.1014598442
1279	0.1014398314
1280	0.1014181119
1281	0.1013938414
1282	0.1013772892
1283	0.1013480462
1284	0.101322884
1285	0.1013028995
1286	0.101281015
1287	0.1012558705
1288	0.1012392412
1289	0.1012171748
1290	0.101200944
1291	0.1011734989
1292	0.1011439901
1293	0.1011232977
1294	0.1011020961
1295	0.1010835253
1296	0.1010625337
1297	0.1010355178
1298	0.101015103
1299	0.1009968309
1300	0.1009741175
1301	0.1009557438
1302	0.1009416214
1303	0.1009208996
1304	0.1009035272
1305	0.1008833779
1306	0.1008636381
1307	0.1008451514
1308	0.1008205391
1309	0.1007896078
1310	0.1007681341
1311	0.1007385101
1312	0.1007160616
1313	0.1007045624
1314	0.100686854
1315	0.100661634
1316	0.1006462067
1317	0.1006176813
1318	0.1005972064
1319	0.1005747653
1320	0.1005508598
1321	0.1005266962
1322	0.1005079509
1323	0.1004879709
1324	0.100463865
1325	0.1004458086
1326	0.1004252234
1327	0.1004046263
1328	0.1003765262
1329	0.1003517815
1330	0.1003299223
1331	0.1003113613
1332	0.1002885715
1333	0.1002681653
1334	0.1002468118
1335	0.1002254845
1336	0.1002052736
1337	0.1001823308
1338	0.1001607696
1339	0.1001419871
1340	0.1001180688
1341	0.1000952507
1342	0.1000728449
1343	0.1000560257
1344	0.100034251
1345	0.1000135472
1346	0.09998732741
1347	0.0999675223
1348	0.09994437336
1349	0.09992404393
1350	0.09990933426
1351	0.09988709736
1352	0.09986691111
1353	0.09983801131
1354	0.09981882863
1355	0.09979741906
1356	0.09977566724
1357	0.09975361059
1358	0.09973618747
1359	0.09971427017
1360	0.09968788384
1361	0.09966734498
1362	0.0996459516
1363	0.09962771177
1364	0.0996069402
1365	0.09958316828
1366	0.09957012573
1367	0.09954904015
1368	0.09952472204
1369	0.09950183091
1370	0.09948654867
1371	0.09946551851
1372	0.09944444445
1373	0.09942427091
1374	0.09940252989
1375	0.09938485931
1376	0.09936404645
1377	0.09933892717
1378	0.09931974431
1379	0.09930461425
1380	0.09928255313
1381	0.09926346491
1382	0.09924668363
1383	0.09922802831
1384	0.09921104885
1385	0.09919199447
1386	0.09917087315
1387	0.09915200893
1388	0.09913335232
1389	0.09911465825
1390	0.09909619037
1391	0.09906699192
1392	0.09905127193
1393	0.09902795418
1394	0.09900956855
1395	0.0989848424
1396	0.09896652188
1397	0.0989476852
1398	0.09893008539
1399	0.09890491211
1400	0.09888823566
1401	0.098867626
1402	0.09885048769
1403	0.09883434539
1404	0.09881273454
1405	0.09879265102
1406	0.09877727524
1407	0.09876300758
1408	0.09874502618
1409	0.09872101615
1410	0.09869989067
1411	0.09868091151
1412	0.09865965232
1413	0.09864813043
1414	0.09863311256
1415	0.09861489312
1416	0.09860030326
1417	0.09857763426
1418	0.09855221587
1419	0.09853266698
1420	0.09851358951
1421	0.09849002336
1422	0.09846373954
1423	0.09843347061
1424	0.09839644405
1425	0.09837716814
1426	0.09835796797
1427	0.09833179589
1428	0.09831151199
1429	0.09829351972
1430	0.09827426593
1431	0.09825435485
1432	0.09823665414
1433	0.09821906227
1434	0.09818994175
1435	0.09817501116
1436	0.09816087285
1437	0.0981412573
1438	0.09812239429
1439	0.09810163962
1440	0.09808015407
1441	0.0980614161
1442	0.09803696478
1443	0.09801871083
1444	0.09799954177
1445	0.0979814769
1446	0.09796092733
1447	0.09793811395
1448	0.09791744386
1449	0.09789986797
1450	0.0978766761
1451	0.09785805463
1452	0.09783505882
1453	0.09781492661
1454	0.09779718422
1455	0.09777688057
1456	0.09775522538
1457	0.09773650749
1458	0.0977177876
1459	0.0977017326
1460	0.0976805524
1461	0.09766402333
1462	0.09764625322
1463	0.09762523735
1464	0.09760689176
1465	0.09758807704
1466	0.09756928593
1467	0.09754966489
1468	0.09753232514
1469	0.09751949636
1470	0.09749996375
1471	0.0974786311
1472	0.09745728501
1473	0.09743962438
1474	0.09742013142
1475	0.09740087165
1476	0.0973864236
1477	0.09736186633
1478	0.09734474559
1479	0.09732665164
1480	0.09730425384
1481	0.0972864934
1482	0.09725226316
1483	0.09723815093
1484	0.09721701035
1485	0.09718964952
1486	0.09717591201
1487	0.09715907007
1488	0.09714131534
1489	0.09712342465
1490	0.09710722453
1491	0.09708806948
1492	0.09706959646
1493	0.09704415594
1494	0.09702916406
1495	0.09701251674
1496	0.09699516482
1497	0.0969735047
1498	0.09695622619
1499	0.09693844405
1500	0.09691645569
1501	0.09689703766
1502	0.09687881404
1503	0.09685974628
1504	0.09684103976
1505	0.09682496987
1506	0.09680536188
1507	0.09678908389
1508	0.09676886425
1509	0.09675274845
1510	0.09673596824
